trial,N,R_cert,R_true,issued,eta_star,covered
0,16,1.0,0.33575946966528103,True,0.06883101343591624,1
0,32,1.0,0.27536785425644655,True,0.06883101343591624,1
0,64,1.0,0.23728196623004424,True,0.06883101343591624,1
1,16,1.0,0.3293658614196007,True,0.06848730019945612,1
1,32,1.0,0.26647690464959056,True,0.06848730019945612,1
1,64,1.0,0.2253907353209998,True,0.06848730019945612,1
2,16,1.0,0.3258647756321211,True,0.07173695261689755,1
2,32,1.0,0.26278634702933973,True,0.07173695261689755,1
2,64,1.0,0.22176012326435607,True,0.07173695261689755,1
3,16,1.0,0.32888641074597147,True,0.0689716233962863,1
3,32,1.0,0.26653822706694574,True,0.0689716233962863,1
3,64,1.0,0.2262124489835044,True,0.0689716233962863,1
4,16,1.0,0.33593258559333994,True,0.06901849338307632,1
4,32,1.0,0.27513667526195895,True,0.06901849338307632,1
4,64,1.0,0.23639917828948803,True,0.06901849338307632,1
5,16,1.0,0.3298720261475029,True,0.06640939745176525,1
5,32,1.0,0.26919882626116637,True,0.06640939745176525,1
5,64,1.0,0.23077964706088325,True,0.06640939745176525,1
6,16,1.0,0.3237946466821596,True,0.0743772952060688,1
6,32,1.0,0.26041631472145194,True,0.0743772952060688,1
6,64,1.0,0.21838883191362365,True,0.0743772952060688,1
7,16,1.0,0.33879646571261984,True,0.06497205119020451,1
7,32,1.0,0.278386871127134,True,0.06497205119020451,1
7,64,1.0,0.23993034648065487,True,0.06497205119020451,1
8,16,1.0,0.3260671056848896,True,0.07462726846894889,1
8,32,1.0,0.2653409698984782,True,0.07462726846894889,1
8,64,1.0,0.227261597131519,True,0.07462726846894889,1
9,16,1.0,0.3263880718766044,True,0.07187756257726761,1
9,32,1.0,0.2650358304143675,True,0.07187756257726761,1
9,64,1.0,0.2266024130586473,True,0.07187756257726761,1
10,16,1.0,0.3333598429577877,True,0.06925284331702644,1
10,32,1.0,0.2712489879334166,True,0.06925284331702644,1
10,64,1.0,0.23135167270787713,True,0.06925284331702644,1
11,16,1.0,0.33470299758135574,True,0.06698746062217549,1
11,32,1.0,0.2734946926430993,True,0.06698746062217549,1
11,64,1.0,0.23436518817353466,True,0.06698746062217549,1
12,16,1.0,0.3242182607964265,True,0.0716588359722476,1
12,32,1.0,0.2607636563572892,True,0.0716588359722476,1
12,64,1.0,0.21965725240693076,True,0.0716588359722476,1
13,16,1.0,0.3345594383730196,True,0.06701870728003544,1
13,32,1.0,0.27307087313312145,True,0.06701870728003544,1
13,64,1.0,0.2332339127187929,True,0.06701870728003544,1
14,16,1.0,0.32948084304270353,True,0.06697183729324542,1
14,32,1.0,0.26898954239705836,True,0.06697183729324542,1
14,64,1.0,0.23078724217838004,True,0.06697183729324542,1
15,16,1.0,0.33030556283421453,True,0.06834669023908606,1
15,32,1.0,0.268628319919075,True,0.06834669023908606,1
15,64,1.0,0.22948797436556362,True,0.06834669023908606,1
16,16,1.0,0.3385589867295265,True,0.06987777647422673,1
16,32,1.0,0.2768882411350457,True,0.06987777647422673,1
16,64,1.0,0.23780192038961254,True,0.06987777647422673,1
17,16,1.0,0.3343567530064992,True,0.0646127146248144,1
17,32,1.0,0.27478119604921836,True,0.0646127146248144,1
17,64,1.0,0.23754110121355182,True,0.0646127146248144,1
18,16,1.0,0.3323811050890348,True,0.06809671697620595,1
18,32,1.0,0.271626392468494,True,0.06809671697620595,1
18,64,1.0,0.2331092566093585,True,0.06809671697620595,1
19,16,1.0,0.3296289840809568,True,0.06722181055612561,1
19,32,1.0,0.26692175126630335,True,0.06722181055612561,1
19,64,1.0,0.22662232957491152,True,0.06722181055612561,1
20,16,1.0,0.3293174024545648,True,0.06803422366048598,1
20,32,1.0,0.26719279870568724,True,0.06803422366048598,1
20,64,1.0,0.2270027696144915,True,0.06803422366048598,1
21,16,1.0,0.3338560540975216,True,0.06812796363406601,1
21,32,1.0,0.27267640266138093,True,0.06812796363406601,1
21,64,1.0,0.23315263710842676,True,0.06812796363406601,1
22,16,1.0,0.3242727113638439,True,0.07137761605150746,1
22,32,1.0,0.2611786917526191,True,0.07137761605150746,1
22,64,1.0,0.2208189735280398,True,0.07137761605150746,1
23,16,1.0,0.3319108189153252,True,0.06706557726682545,1
23,32,1.0,0.27010513180847523,True,0.06706557726682545,1
23,64,1.0,0.23000288083463036,True,0.06706557726682545,1
24,16,1.0,0.32933852797520763,True,0.07264310569483808,1
24,32,1.0,0.26953083538019906,True,0.07264310569483808,1
24,64,1.0,0.2312540535174245,True,0.07264310569483808,1
25,16,1.0,0.34082677483747814,True,0.06459709129588444,1
25,32,1.0,0.2795501090247833,True,0.06459709129588444,1
25,64,1.0,0.23929669928497188,True,0.06459709129588444,1
26,16,1.0,0.33278086435146836,True,0.066018814228515,1
26,32,1.0,0.27114751710877066,True,0.066018814228515,1
26,64,1.0,0.23155577266574,True,0.066018814228515,1
27,16,1.0,0.32821890304040174,True,0.07320554553631822,1
27,32,1.0,0.26537479272260955,True,0.07320554553631822,1
27,64,1.0,0.22409062066111726,True,0.07320554553631822,1
28,16,1.0,0.3272362719675268,True,0.07283058564199804,1
28,32,1.0,0.26645937368548356,True,0.07283058564199804,1
28,64,1.0,0.22760201815182135,True,0.07283058564199804,1
29,16,1.0,0.3357607738865476,True,0.06915910334344641,1
29,32,1.0,0.27599101086880723,True,0.06915910334344641,1
29,64,1.0,0.23891145624683788,True,0.06915910334344641,1
30,16,1.0,0.3328153231852258,True,0.06537825774238475,1
30,32,1.0,0.2712637559383218,True,0.06537825774238475,1
30,64,1.0,0.23236319280522894,True,0.06537825774238475,1
31,16,1.0,0.3283293644980812,True,0.07075268289430718,1
31,32,1.0,0.26517174072214644,True,0.07075268289430718,1
31,64,1.0,0.22449713005036204,True,0.07075268289430718,1
32,16,1.0,0.32728314737587894,True,0.070487086302497,1
32,32,1.0,0.2653227510849075,True,0.070487086302497,1
32,64,1.0,0.22571361977902313,True,0.070487086302497,1
33,16,1.0,0.328430955207017,True,0.06945594659311662,1
33,32,1.0,0.2653405244911843,True,0.06945594659311662,1
33,64,1.0,0.2240575181988437,True,0.06945594659311662,1
34,16,1.0,0.3285904949190251,True,0.07084642286788723,1
34,32,1.0,0.26548145578465143,True,0.07084642286788723,1
34,64,1.0,0.2247391206740749,True,0.07084642286788723,1
35,16,1.0,0.3314849619332973,True,0.06850292352838619,1
35,32,1.0,0.2706420594259137,True,0.06850292352838619,1
35,64,1.0,0.23283993456507926,True,0.06850292352838619,1
36,16,1.0,0.32267881134876397,True,0.07547092823116928,1
36,32,1.0,0.26036424145260967,True,0.07547092823116928,1
36,64,1.0,0.21990638589874184,True,0.07547092823116928,1
37,16,1.0,0.3265877839753259,True,0.07547092823116928,1
37,32,1.0,0.2637779628585511,True,0.07547092823116928,1
37,64,1.0,0.22359368866534618,True,0.07547092823116928,1
38,16,1.0,0.3200833804145654,True,0.0756427848493993,1
38,32,1.0,0.2572419946336479,True,0.0756427848493993,1
38,64,1.0,0.21678612661418642,True,0.0756427848493993,1
39,16,1.0,0.33177823245201044,True,0.06753427713472568,1
39,32,1.0,0.2694496864380045,True,0.06753427713472568,1
39,64,1.0,0.23018736510967538,True,0.06753427713472568,1
40,16,1.0,0.3296424533919785,True,0.06712807058254555,1
40,32,1.0,0.2675651713796417,True,0.06712807058254555,1
40,64,1.0,0.22734520064558142,True,0.06712807058254555,1
41,16,1.0,0.33594262041435397,True,0.06765926376616578,1
41,32,1.0,0.2742167936734783,True,0.06765926376616578,1
41,64,1.0,0.23406252995875773,True,0.06765926376616578,1
42,16,1.0,0.32723989308097623,True,0.06845605354159617,1
42,32,1.0,0.26628058662997395,True,0.06845605354159617,1
42,64,1.0,0.22745293551312687,True,0.06845605354159617,1
43,16,1.0,0.3331752565604878,True,0.06931533663274654,1
43,32,1.0,0.2708044492057961,True,0.06931533663274654,1
43,64,1.0,0.23053711786689826,True,0.06931533663274654,1
44,16,1.0,0.32929601059310587,True,0.0677686270686758,1
44,32,1.0,0.26810937719588557,True,0.0677686270686758,1
44,64,1.0,0.22921809335858231,True,0.0677686270686758,1
45,16,1.0,0.3358114440009499,True,0.06334722498148378,1
45,32,1.0,0.2740226094419045,True,0.06334722498148378,1
45,64,1.0,0.23366329408823314,True,0.06334722498148378,1
46,16,1.0,0.3323230826091252,True,0.0664875140964152,1
46,32,1.0,0.2710151869874043,True,0.0664875140964152,1
46,64,1.0,0.23198969911818,True,0.0664875140964152,1
47,16,1.0,0.3322647338246447,True,0.06584695761028497,1
47,32,1.0,0.2699846805392915,True,0.06584695761028497,1
47,64,1.0,0.22965974193166994,True,0.06584695761028497,1
48,16,1.0,0.3328973236028097,True,0.06726868054291563,1
48,32,1.0,0.2727165931028918,True,0.06726868054291563,1
48,64,1.0,0.23513230228762075,True,0.06726868054291563,1
49,16,1.0,0.33644954226925944,True,0.06562823100526481,1
49,32,1.0,0.2750162564128597,True,0.06562823100526481,1
49,64,1.0,0.23535463801538795,True,0.06562823100526481,1
50,16,1.0,0.3345677380626603,True,0.06762801710830572,1
50,32,1.0,0.2728502359622446,True,0.06762801710830572,1
50,64,1.0,0.23338198029541865,True,0.06762801710830572,1
51,16,1.0,0.33101880468167383,True,0.07025273636854691,1
51,32,1.0,0.2676846378582197,True,0.07025273636854691,1
51,64,1.0,0.22610707821476286,True,0.07025273636854691,1
52,16,1.0,0.33088371470064626,True,0.06792486035797583,1
52,32,1.0,0.2703176292066947,True,0.06792486035797583,1
52,64,1.0,0.23230307017190666,True,0.06792486035797583,1
53,16,1.0,0.33430647409315906,True,0.06695621396431543,1
53,32,1.0,0.2728436313467942,True,0.06695621396431543,1
53,64,1.0,0.2337822731599302,True,0.06695621396431543,1
54,16,1.0,0.33256264097616295,True,0.07186193924833766,1
54,32,1.0,0.2690762644715963,True,0.07186193924833766,1
54,64,1.0,0.22749048843942857,True,0.07186193924833766,1
